Quantify Compound Summary Report 

Printed Thu Feb 04 10:38:59 2021

Compound 1:  13C-caffeine

	#	Name	Sample Text	RT	Area	1Area
86	86	TQS3_210122_086	20200304_C_It-LC	6.53	7420	9574
87	87	TQS3_210122_087	20200304_C_Jg-LC	6.54	1237	1350
88	88	TQS3_210122_088	20200304_C_Jt-LC	6.53	7785	7849
89	89	TQS3_210122_089	20200304_C_Kg-LC	6.54	1137	944
90	90	TQS3_210122_090	Blank	6.55	239	69
91	91	TQS3_210122_091	Std 3.125 ng/ml matrix	6.55	288792	101878
92	92	TQS3_210122_092	Blank	6.54	283	218
93	93	TQS3_210122_093	20200304_C_Kt-LC	6.53	17298	16961
94	94	TQS3_210122_094	20200304_C_L-LC	6.54	22464	8308
95	95	TQS3_210122_095	20200304_C_M-LC	6.54	9764	3797
96	96	TQS3_210122_096	20200304_C_N-LC	6.54	19455	7141
97	97	TQS3_210122_097	20200304_C_O-LC	6.54	478	454
98	98	TQS3_210122_098	20200304_C_P-LC	6.54	7927	2431
99	99	TQS3_210122_099	20200304_C_Q-LC	6.55	15509	6154
100	100	TQS3_210122_100	20200304_C_R-LC	6.55	1071	282
101	101	TQS3_210122_101	20200304_C_S-LC	6.54	15530	5649
102	102	TQS3_210122_102	20200304_C_T-LC	6.55	1418	674
103	103	TQS3_210122_103	Blank	6.55	112	55
104	104	TQS3_210122_104	Std 3.125 ng/ml matrix	6.55	301013	111617
105	105	TQS3_210122_105	Blank	6.55	191	272
106	106	TQS3_210122_106	20200304_C_U-LC			
107	107	TQS3_210122_107	20200304_C_V-LC			
108	108	TQS3_210122_108	20200304_C_W-LC			
109	109	TQS3_210122_109	20200304_C_X-LC			
110	110	TQS3_210122_110	20200627_S_1_5-LC	6.55	931658	353120
111	111	TQS3_210122_111	20200701_S_1_12-LC	6.55	519822	195702
112	112	TQS3_210122_112	20200812_S_1_12-LC	6.55	58460	21266
113	113	TQS3_210122_113	20200820_C_A-LC	6.55	816	319
114	114	TQS3_210122_114	20200820_C_B-LC	6.54	22685	8473
115	115	TQS3_210122_115	20200820_C_C-LC	6.54	3974	1203
116	116	TQS3_210122_116	Blank	6.56	243	122
117	117	TQS3_210122_117	Std 3.125 ng/ml matrix	6.54	295217	108535
118	118	TQS3_210122_118	Blank	6.55	313	176
119	119	TQS3_210122_119	20200820_C_D-LC	6.54	23647	9651
120	120	TQS3_210122_120	20200820_C_E-LC	6.53	5623	1948
121	121	TQS3_210122_121	20200820_C_Ft-LC	6.52	23299	24160
122	122	TQS3_210122_122	20200831_S_1_12-LC	6.54	25106	9855
123	123	TQS3_210122_123	20200928_S_1_12-LC	6.53	19681	7734
124	124	TQS3_210122_124	Blank			
125	125	TQS3_210122_125	Std 3.125 ng/ml matrix	6.53	292939	106478
126	126	TQS3_210122_126	Std 3.125 ng/ml Solvent	6.53	334166	126817
127	127	TQS3_210122_127	Blank	6.52	363	176
128	128	TQS3_210122_128	20190315_W_1-LC			
129	129	TQS3_210122_129	20190510_W_1_9-LC			
130	130	TQS3_210122_130	20190606_W_1_2-LC	6.44	956	1738
131	131	TQS3_210122_131	20190615_W_1_9-LC	6.53	604	641
132	132	TQS3_210122_132	20200627_W_1_5-LC	6.54	3742	1717
133	133	TQS3_210122_133	Blank	6.54	208	256
134	134	TQS3_210122_134	Std 3.125 ng/ml matrix	6.53	319563	120288
135	135	TQS3_210122_135	Std 3.125 ng/ml Solvent	6.54	326786	121236
136	136	TQS3_210122_136	Blank	6.53	359	410
137	137	TQS3_210122_137	BLANK - IS	6.54	105	89
138	138	TQS3_210122_138	BLANK + IS + std MIX	6.54	1144978	423415
139	139	TQS3_210122_139	QC-1-standard	6.53	1184658	430333
140	140	TQS3_210122_140	QC-2	6.53	1179372	434410
141	141	TQS3_210122_141	QC-3	6.53	1070219	388946
142	142	TQS3_210122_142	Blank	6.56	310	89
143	143	TQS3_210122_143	Std 3.125 ng/ml matrix	6.54	311446	111674
144	144	TQS3_210122_144	Blank	6.53	357	341
145	145	TQS3_210122_145	Std 0 ng/mL	6.56	90	356
146	146	TQS3_210122_146	Std 1.25 ng/mL	6.54	129780	48284
147	147	TQS3_210122_147	Std 3.125 ng/mL	6.54	346395	128872
148	148	TQS3_210122_148	Std 6.25 ng/mL	6.54	771294	284376
149	149	TQS3_210122_149	Std 12.5 ng/mL	6.54	1223181	444151
150	150	TQS3_210122_150	Std 50 ng/mL	6.54	5494815	1969861
151	151	TQS3_210122_151	Blank	6.54	2453	328
152	152	TQS3_210122_152	Std 3.125 ng/ml matrix	6.54	304098	112512
153	153	TQS3_210122_153	Blank	6.54	682	573
154	154	TQS3_210122_154	Blank	6.54	437	664

Compound 8:  Chlorantraniliprole

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_001	Blank	6.03	93	
2	2	TQS3_210122_002	Std 0 ng/mL			
3	3	TQS3_210122_003	Std 1.25 ng/mL	6.04	53521	46326
4	4	TQS3_210122_004	Std 3.125 ng/mL	6.04	142205	117998
5	5	TQS3_210122_005	Std 6.25 ng/mL	6.04	271718	226412
6	6	TQS3_210122_006	Std 12.5 ng/mL	6.04	497581	406020
7	7	TQS3_210122_007	Std 50 ng/mL	6.04	2159013	1786380
8	8	TQS3_210122_008	Blank	6.05	218	342
9	9	TQS3_210122_009	Std 3.125 ng/ml matrix	6.05	132829	112601
10	10	TQS3_210122_010	Blank	6.04	376	344
11	11	TQS3_210122_011	BLANK - IS	6.04	234	71
12	12	TQS3_210122_012	BLANK + IS + std MIX	6.04	483452	413260
13	13	TQS3_210122_013	QC-1-standard	6.04	483092	400278
14	14	TQS3_210122_014	QC-2	6.05	495229	408412
15	15	TQS3_210122_015	QC-3	6.04	457605	391330
16	16	TQS3_210122_016	Blank	6.04	397	537
17	17	TQS3_210122_017	Std 3.125 ng/ml matrix	6.04	134267	116108
18	18	TQS3_210122_018	Blank	6.04	168	
19	19	TQS3_210122_019	20190415_C_A-LC	6.04	838	628
20	20	TQS3_210122_020	20190415_C_B-LC	6.04	19882	17170
21	21	TQS3_210122_021	20190415_C_C-LC	6.02	1216	925
22	22	TQS3_210122_022	20190415_C_D-LC	6.03	1038	465
23	23	TQS3_210122_023	20190415_C_E-LC	6.03	144977	121573
24	24	TQS3_210122_024	20190415_C_F-LC	6.03	95669	80000
25	25	TQS3_210122_025	20190510_S_1_9-LC	6.04	1259	1352
26	26	TQS3_210122_026	20190511_C_G-LC	6.04	654	489
27	27	TQS3_210122_027	20190511_C_H-LC	6.03	50996	44992
28	28	TQS3_210122_028	20190511_C_I-LC	6.03	52118	44477
29	29	TQS3_210122_029	Blank	6.04	186	
30	30	TQS3_210122_030	Std 3.125 ng/ml matrix	6.02	128363	110972
31	31	TQS3_210122_031	Blank	6.02	357	156
32	32	TQS3_210122_032	20190511_C_J-LC	6.05	559	464
33	33	TQS3_210122_033	20190511_C_K-LC	6.04	94146	78753
34	34	TQS3_210122_034	20190511_C_L-LC	6.04	2006236	1654376
35	35	TQS3_210122_035	20190511_C_M-LC	6.03	1578	1199
36	36	TQS3_210122_036	20190511_C_N-LC	6.03	4123	3824
37	37	TQS3_210122_037	20190511_C_O-LC	6.03	290	69
38	38	TQS3_210122_038	20190528_C_A-LC	6.04	2420	1698
39	39	TQS3_210122_039	20190528_C_B-LC	6.04	2211	1907
40	40	TQS3_210122_040	20190528_C_C-LC	6.05	796	620
41	41	TQS3_210122_041	20190528_C_D-LC	6.05	3157	2818
42	42	TQS3_210122_042	Blank			
43	43	TQS3_210122_043	Std 3.125 ng/ml matrix	6.04	115896	102857
44	44	TQS3_210122_044	Blank	6.07	99	
45	45	TQS3_210122_045	20190528_C_E-LC	6.04	56538	46675
46	46	TQS3_210122_046	20190528_C_F-LC			
47	47	TQS3_210122_047	20190528_C_G-LC	6.05	3510	3681
48	48	TQS3_210122_048	20190528_C_H-LC	6.05	685	470
49	49	TQS3_210122_049	20190615_S_1_9-LC	6.04	1525	1715
50	50	TQS3_210122_050	20190819_C_I-LC	6.03	1394	1305
51	51	TQS3_210122_051	20190819_C_J-LC	6.04	324	605
52	52	TQS3_210122_052	20190819_C_K-LC	6.04	470	500
53	53	TQS3_210122_053	20190819_C_L-LC	6.04	1882937	1534509
54	54	TQS3_210122_054	20190819_C_M-LC	6.05	1656	1100
55	55	TQS3_210122_055	Blank	6.03	145	257
56	56	TQS3_210122_056	Std 3.125 ng/ml matrix	6.04	120173	105705
57	57	TQS3_210122_057	Blank	6.04	407	111
58	58	TQS3_210122_058	20190819_C_N-LC	6.04	852	857
59	59	TQS3_210122_059	20190819_C_O-LC	6.02	660	526
60	60	TQS3_210122_060	20190819_C_P-LC	6.03	2440	2023
61	61	TQS3_210122_061	20190819_C_Q-LC	6.03	624	749
62	62	TQS3_210122_062	20200304_C_A-LC	6.04	535	531
63	63	TQS3_210122_063	20200304_C_B-LC	6.04	513	630
64	64	TQS3_210122_064	20200304_C_C-LC	6.05	450	211
65	65	TQS3_210122_065	20200304_C_D-LC	6.02	312	137
66	66	TQS3_210122_066	20200304_C_Eg-LC	6.03	315146	266252
67	67	TQS3_210122_067	20200304_C_Et-LC	6.03	423725	367207
68	68	TQS3_210122_068	Blank	6.03	113	
69	69	TQS3_210122_069	Std 3.125 ng/ml matrix	6.03	123646	106448
70	70	TQS3_210122_070	Blank	6.03	218	153
71	71	TQS3_210122_071	Std 0 ng/mL	6.03	119	66
72	72	TQS3_210122_072	Std 1.25 ng/mL	6.02	51610	45436
73	73	TQS3_210122_073	Std 3.125 ng/mL	6.03	138704	121082
74	74	TQS3_210122_074	Std 6.25 ng/mL	6.03	271435	237026
75	75	TQS3_210122_075	Std 12.5 ng/mL	6.03	469969	420033
76	76	TQS3_210122_076	Std 50 ng/mL	6.02	2080457	1797022
77	77	TQS3_210122_077	Blank	6.02	322	378
78	78	TQS3_210122_078	Std 3.125 ng/ml matrix	6.03	120343	108846
79	79	TQS3_210122_079	Blank	6.02	137	35
80	80	TQS3_210122_080	20200304_C_Fg-LC	6.02	192636	167095
81	81	TQS3_210122_081	20200304_C_Ft-LC	6.02	509999	428613
82	82	TQS3_210122_082	20200304_C_G-LC	6.04	443	604
83	83	TQS3_210122_083	20200304_C_Hg-LC	6.03	432600	368689
84	84	TQS3_210122_084	20200304_C_Ht-LC	6.02	590045	500835
85	85	TQS3_210122_085	20200304_C_Ig-LC	6.04	420637	358334
86	86	TQS3_210122_086	20200304_C_It-LC	6.04	1611153	1321330
87	87	TQS3_210122_087	20200304_C_Jg-LC	6.04	733047	628303
88	88	TQS3_210122_088	20200304_C_Jt-LC	6.04	2913964	2456217
89	89	TQS3_210122_089	20200304_C_Kg-LC	6.04	698517	598154
90	90	TQS3_210122_090	Blank	6.04	342	264
91	91	TQS3_210122_091	Std 3.125 ng/ml matrix	6.04	120866	103896
92	92	TQS3_210122_092	Blank	6.05	223	411
93	93	TQS3_210122_093	20200304_C_Kt-LC	6.04	3767358	3244083
94	94	TQS3_210122_094	20200304_C_L-LC	6.03	3019	2842
95	95	TQS3_210122_095	20200304_C_M-LC	6.04	899	1361
96	96	TQS3_210122_096	20200304_C_N-LC	6.03	533	547
97	97	TQS3_210122_097	20200304_C_O-LC	6.03	444	399
98	98	TQS3_210122_098	20200304_C_P-LC	6.05	152	268
99	99	TQS3_210122_099	20200304_C_Q-LC	6.05	232	143
100	100	TQS3_210122_100	20200304_C_R-LC	6.04	481	263
101	101	TQS3_210122_101	20200304_C_S-LC	6.04	380	137
102	102	TQS3_210122_102	20200304_C_T-LC	6.04	97	71
103	103	TQS3_210122_103	Blank	6.04	155	
104	104	TQS3_210122_104	Std 3.125 ng/ml matrix	6.04	115316	102487
105	105	TQS3_210122_105	Blank	6.03	252	12
106	106	TQS3_210122_106	20200304_C_U-LC	6.04	292	144
107	107	TQS3_210122_107	20200304_C_V-LC	6.05	276	223
108	108	TQS3_210122_108	20200304_C_W-LC			
109	109	TQS3_210122_109	20200304_C_X-LC	6.04	290	231
110	110	TQS3_210122_110	20200627_S_1_5-LC	6.04	127441	111063
111	111	TQS3_210122_111	20200701_S_1_12-LC	6.04	10797	9594
112	112	TQS3_210122_112	20200812_S_1_12-LC	6.04	69388	59341
113	113	TQS3_210122_113	20200820_C_A-LC	6.03	812	527
114	114	TQS3_210122_114	20200820_C_B-LC	6.04	374	231
115	115	TQS3_210122_115	20200820_C_C-LC	6.04	831	570
116	116	TQS3_210122_116	Blank	6.04	212	
117	117	TQS3_210122_117	Std 3.125 ng/ml matrix	6.03	121730	107629
118	118	TQS3_210122_118	Blank	6.04	69	34
119	119	TQS3_210122_119	20200820_C_D-LC	6.04	637	595
120	120	TQS3_210122_120	20200820_C_E-LC	6.02	2098	1966
121	121	TQS3_210122_121	20200820_C_Ft-LC	6.03	4539164	3674004
122	122	TQS3_210122_122	20200831_S_1_12-LC	6.03	4057	3217
123	123	TQS3_210122_123	20200928_S_1_12-LC	6.03	3488	2787
124	124	TQS3_210122_124	Blank	6.05	75	418
125	125	TQS3_210122_125	Std 3.125 ng/ml matrix	6.02	117253	105924
126	126	TQS3_210122_126	Std 3.125 ng/ml Solvent	6.02	140017	124047
127	127	TQS3_210122_127	Blank	6.04	243	24
128	128	TQS3_210122_128	20190315_W_1-LC	6.02	199	486
129	129	TQS3_210122_129	20190510_W_1_9-LC	6.04	383	329
130	130	TQS3_210122_130	20190606_W_1_2-LC	6.03	166	2389
131	131	TQS3_210122_131	20190615_W_1_9-LC	6.02	554	157
132	132	TQS3_210122_132	20200627_W_1_5-LC	6.03	2671	2360
133	133	TQS3_210122_133	Blank	6.07	109	
134	134	TQS3_210122_134	Std 3.125 ng/ml matrix	6.02	126961	110221
135	135	TQS3_210122_135	Std 3.125 ng/ml Solvent	6.03	132384	122492
136	136	TQS3_210122_136	Blank	6.02	259	230
137	137	TQS3_210122_137	BLANK - IS	6.02	53	85
138	138	TQS3_210122_138	BLANK + IS + std MIX	6.02	468195	414300
139	139	TQS3_210122_139	QC-1-standard	6.02	487528	421738
140	140	TQS3_210122_140	QC-2	6.02	480719	411544
141	141	TQS3_210122_141	QC-3	6.03	456115	392118
142	142	TQS3_210122_142	Blank	6.05	116	264
143	143	TQS3_210122_143	Std 3.125 ng/ml matrix	6.02	123300	110997
144	144	TQS3_210122_144	Blank	6.02	251	245
145	145	TQS3_210122_145	Std 0 ng/mL			
146	146	TQS3_210122_146	Std 1.25 ng/mL	6.03	54528	49423
147	147	TQS3_210122_147	Std 3.125 ng/mL	6.03	154379	138389
148	148	TQS3_210122_148	Std 6.25 ng/mL	6.02	303143	269713
149	149	TQS3_210122_149	Std 12.5 ng/mL	6.03	490373	437180
150	150	TQS3_210122_150	Std 50 ng/mL	6.03	2246561	1948558
151	151	TQS3_210122_151	Blank	6.04	595	209
152	152	TQS3_210122_152	Std 3.125 ng/ml matrix	6.03	122980	109450
153	153	TQS3_210122_153	Blank	6.05	130	273
154	154	TQS3_210122_154	Blank	6.05	213	307

Compound 9:  Mandipropamid

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_001	Blank	6.45	525	
2	2	TQS3_210122_002	Std 0 ng/mL	6.46	490	66
3	3	TQS3_210122_003	Std 1.25 ng/mL	6.45	338857	106681
4	4	TQS3_210122_004	Std 3.125 ng/mL	6.45	868046	279279
5	5	TQS3_210122_005	Std 6.25 ng/mL	6.45	1683396	546825
6	6	TQS3_210122_006	Std 12.5 ng/mL	6.45	2908676	936355
7	7	TQS3_210122_007	Std 50 ng/mL	6.45	8921434	3836273
8	8	TQS3_210122_008	Blank	6.45	4855	1383
9	9	TQS3_210122_009	Std 3.125 ng/ml matrix	6.46	812605	257101
10	10	TQS3_210122_010	Blank	6.46	1824	199
11	11	TQS3_210122_011	BLANK - IS	6.45	1436	404
12	12	TQS3_210122_012	BLANK + IS + std MIX	6.45	2925952	929845
13	13	TQS3_210122_013	QC-1-standard	6.45	2864843	915100
14	14	TQS3_210122_014	QC-2	6.45	2826573	897026
15	15	TQS3_210122_015	QC-3	6.45	2712466	869310
16	16	TQS3_210122_016	Blank	6.45	3069	660
17	17	TQS3_210122_017	Std 3.125 ng/ml matrix	6.45	803039	250275
18	18	TQS3_210122_018	Blank	6.44	1897	339
19	19	TQS3_210122_019	20190415_C_A-LC	6.45	42217	13232
20	20	TQS3_210122_020	20190415_C_B-LC	6.44	30960	9241
21	21	TQS3_210122_021	20190415_C_C-LC	6.44	1207096	379487
22	22	TQS3_210122_022	20190415_C_D-LC	6.44	111492	34819
23	23	TQS3_210122_023	20190415_C_E-LC	6.43	4117	1387
24	24	TQS3_210122_024	20190415_C_F-LC	6.45	4050	1070
25	25	TQS3_210122_025	20190510_S_1_9-LC	6.42	10669694	6965525
26	26	TQS3_210122_026	20190511_C_G-LC	6.43	35505	11280
27	27	TQS3_210122_027	20190511_C_H-LC	6.43	12913	3366
28	28	TQS3_210122_028	20190511_C_I-LC	6.43	1488	533
29	29	TQS3_210122_029	Blank	6.42	976	363
30	30	TQS3_210122_030	Std 3.125 ng/ml matrix	6.43	790284	249979
31	31	TQS3_210122_031	Blank	6.45	1265	386
32	32	TQS3_210122_032	20190511_C_J-LC	6.45	28111	7185
33	33	TQS3_210122_033	20190511_C_K-LC	6.45	15639	4113
34	34	TQS3_210122_034	20190511_C_L-LC	6.44	2036	758
35	35	TQS3_210122_035	20190511_C_M-LC	6.45	876274	274505
36	36	TQS3_210122_036	20190511_C_N-LC	6.45	77695	24227
37	37	TQS3_210122_037	20190511_C_O-LC	6.45	30432	9646
38	38	TQS3_210122_038	20190528_C_A-LC	6.45	66645	21099
39	39	TQS3_210122_039	20190528_C_B-LC	6.46	45958	14473
40	40	TQS3_210122_040	20190528_C_C-LC	6.46	3175879	989604
41	41	TQS3_210122_041	20190528_C_D-LC	6.45	26372	8700
42	42	TQS3_210122_042	Blank	6.46	1046	356
43	43	TQS3_210122_043	Std 3.125 ng/ml matrix	6.45	726184	225488
44	44	TQS3_210122_044	Blank	6.45	1112	229
45	45	TQS3_210122_045	20190528_C_E-LC	6.46	6504	1455
46	46	TQS3_210122_046	20190528_C_F-LC	6.45	19812	5852
47	47	TQS3_210122_047	20190528_C_G-LC	6.45	20462	6534
48	48	TQS3_210122_048	20190528_C_H-LC	6.45	35144	10465
49	49	TQS3_210122_049	20190615_S_1_9-LC	6.43	13121378	10448569
50	50	TQS3_210122_050	20190819_C_I-LC	6.45	883891	275523
51	51	TQS3_210122_051	20190819_C_J-LC	6.42	13442382	10905949
52	52	TQS3_210122_052	20190819_C_K-LC	6.45	6014986	1901413
53	53	TQS3_210122_053	20190819_C_L-LC	6.45	17872	4944
54	54	TQS3_210122_054	20190819_C_M-LC	6.43	13310802	10686347
55	55	TQS3_210122_055	Blank	6.45	37753	11510
56	56	TQS3_210122_056	Std 3.125 ng/ml matrix	6.45	775815	234476
57	57	TQS3_210122_057	Blank	6.45	7114	1790
58	58	TQS3_210122_058	20190819_C_N-LC	6.45	5095375	1590083
59	59	TQS3_210122_059	20190819_C_O-LC	6.44	44160	12615
60	60	TQS3_210122_060	20190819_C_P-LC	6.43	10087398	5322712
61	61	TQS3_210122_061	20190819_C_Q-LC	6.43	9381205	4265650
62	62	TQS3_210122_062	20200304_C_A-LC	6.44	9567	2660
63	63	TQS3_210122_063	20200304_C_B-LC	6.44	7347	2169
64	64	TQS3_210122_064	20200304_C_C-LC	6.44	22249	6833
65	65	TQS3_210122_065	20200304_C_D-LC	6.44	172151	53834
66	66	TQS3_210122_066	20200304_C_Eg-LC	6.44	14725	4802
67	67	TQS3_210122_067	20200304_C_Et-LC	6.44	4264	1609
68	68	TQS3_210122_068	Blank	6.44	2623	789
69	69	TQS3_210122_069	Std 3.125 ng/ml matrix	6.44	764019	233375
70	70	TQS3_210122_070	Blank	6.45	2442	373
71	71	TQS3_210122_071	Std 0 ng/mL	6.44	1504	505
72	72	TQS3_210122_072	Std 1.25 ng/mL	6.44	334878	101929
73	73	TQS3_210122_073	Std 3.125 ng/mL	6.44	884372	272990
74	74	TQS3_210122_074	Std 6.25 ng/mL	6.44	1743488	540862
75	75	TQS3_210122_075	Std 12.5 ng/mL	6.44	2925837	922299
76	76	TQS3_210122_076	Std 50 ng/mL	6.43	8971927	3739832
77	77	TQS3_210122_077	Blank	6.44	6644	1740
78	78	TQS3_210122_078	Std 3.125 ng/ml matrix	6.44	784166	239487
79	79	TQS3_210122_079	Blank	6.43	2364	512
80	80	TQS3_210122_080	20200304_C_Fg-LC	6.43	36943	12657
81	81	TQS3_210122_081	20200304_C_Ft-LC	6.44	3145	924
82	82	TQS3_210122_082	20200304_C_G-LC	6.44	421501	126291
83	83	TQS3_210122_083	20200304_C_Hg-LC	6.44	3125	1758
84	84	TQS3_210122_084	20200304_C_Ht-LC	6.44	2523	944
85	85	TQS3_210122_085	20200304_C_Ig-LC	6.46	7228	3602
86	86	TQS3_210122_086	20200304_C_It-LC	6.45	4822	2944
87	87	TQS3_210122_087	20200304_C_Jg-LC	6.45	1652	836
88	88	TQS3_210122_088	20200304_C_Jt-LC	6.45	3849	2110
89	89	TQS3_210122_089	20200304_C_Kg-LC	6.45	1470	961
90	90	TQS3_210122_090	Blank	6.44	1344	99
91	91	TQS3_210122_091	Std 3.125 ng/ml matrix	6.45	765200	232063
92	92	TQS3_210122_092	Blank	6.45	1763	448
93	93	TQS3_210122_093	20200304_C_Kt-LC	6.45	10127	6795
94	94	TQS3_210122_094	20200304_C_L-LC	6.45	345972	106448
95	95	TQS3_210122_095	20200304_C_M-LC	6.45	154788	47384
96	96	TQS3_210122_096	20200304_C_N-LC	6.44	548705	165893
97	97	TQS3_210122_097	20200304_C_O-LC	6.44	560006	172023
98	98	TQS3_210122_098	20200304_C_P-LC	6.44	3492685	1055590
99	99	TQS3_210122_099	20200304_C_Q-LC	6.45	281970	89385
100	100	TQS3_210122_100	20200304_C_R-LC	6.45	433113	134429
101	101	TQS3_210122_101	20200304_C_S-LC	6.45	2886617	889033
102	102	TQS3_210122_102	20200304_C_T-LC	6.45	978639	299102
103	103	TQS3_210122_103	Blank	6.45	2522	681
104	104	TQS3_210122_104	Std 3.125 ng/ml matrix	6.45	750327	230630
105	105	TQS3_210122_105	Blank	6.45	2170	625
106	106	TQS3_210122_106	20200304_C_U-LC	6.45	47373	13913
107	107	TQS3_210122_107	20200304_C_V-LC	6.44	19036	5957
108	108	TQS3_210122_108	20200304_C_W-LC	6.45	20845	6092
109	109	TQS3_210122_109	20200304_C_X-LC	6.45	13591	3616
110	110	TQS3_210122_110	20200627_S_1_5-LC	6.43	15081762	12499282
111	111	TQS3_210122_111	20200701_S_1_12-LC	6.43	15026835	12396022
112	112	TQS3_210122_112	20200812_S_1_12-LC	6.44	10637751	6666520
113	113	TQS3_210122_113	20200820_C_A-LC	6.44	441172	137545
114	114	TQS3_210122_114	20200820_C_B-LC	6.43	11002286	7346609
115	115	TQS3_210122_115	20200820_C_C-LC	6.44	3180015	976810
116	116	TQS3_210122_116	Blank	6.44	12638	4039
117	117	TQS3_210122_117	Std 3.125 ng/ml matrix	6.44	783353	239216
118	118	TQS3_210122_118	Blank	6.44	4582	1367
119	119	TQS3_210122_119	20200820_C_D-LC	6.42	11347661	8198544
120	120	TQS3_210122_120	20200820_C_E-LC	6.43	218700	65828
121	121	TQS3_210122_121	20200820_C_Ft-LC	6.43	12194	4715
122	122	TQS3_210122_122	20200831_S_1_12-LC	6.43	11112128	7713224
123	123	TQS3_210122_123	20200928_S_1_12-LC	6.44	3076498	939943
124	124	TQS3_210122_124	Blank	6.44	7880	1841
125	125	TQS3_210122_125	Std 3.125 ng/ml matrix	6.44	778107	232649
126	126	TQS3_210122_126	Std 3.125 ng/ml Solvent	6.43	904257	270162
127	127	TQS3_210122_127	Blank	6.43	3937	938
128	128	TQS3_210122_128	20190315_W_1-LC	6.44	4083	1015
129	129	TQS3_210122_129	20190510_W_1_9-LC	6.43	3129	619
130	130	TQS3_210122_130	20190606_W_1_2-LC	6.43	8015567	2751294
131	131	TQS3_210122_131	20190615_W_1_9-LC	6.43	4550982	1365855
132	132	TQS3_210122_132	20200627_W_1_5-LC	6.44	1919511	583246
133	133	TQS3_210122_133	Blank	6.43	3645	874
134	134	TQS3_210122_134	Std 3.125 ng/ml matrix	6.44	788186	235365
135	135	TQS3_210122_135	Std 3.125 ng/ml Solvent	6.44	903344	274455
136	136	TQS3_210122_136	Blank	6.42	2999	914
137	137	TQS3_210122_137	BLANK - IS	6.44	2459	698
138	138	TQS3_210122_138	BLANK + IS + std MIX	6.43	2976309	919257
139	139	TQS3_210122_139	QC-1-standard	6.43	2960134	908084
140	140	TQS3_210122_140	QC-2	6.44	3122882	946495
141	141	TQS3_210122_141	QC-3	6.44	2806514	848462
142	142	TQS3_210122_142	Blank	6.43	4381	1071
143	143	TQS3_210122_143	Std 3.125 ng/ml matrix	6.44	804314	244200
144	144	TQS3_210122_144	Blank	6.44	2987	788
145	145	TQS3_210122_145	Std 0 ng/mL	6.44	1210	286
146	146	TQS3_210122_146	Std 1.25 ng/mL	6.44	357391	108581
147	147	TQS3_210122_147	Std 3.125 ng/mL	6.44	961350	284515
148	148	TQS3_210122_148	Std 6.25 ng/mL	6.44	1937765	586150
149	149	TQS3_210122_149	Std 12.5 ng/mL	6.44	3269371	972732
150	150	TQS3_210122_150	Std 50 ng/mL	6.43	9247045	4239280
151	151	TQS3_210122_151	Blank	6.45	7926	1605
152	152	TQS3_210122_152	Std 3.125 ng/ml matrix	6.44	806507	244626
153	153	TQS3_210122_153	Blank	6.45	3498	1034
154	154	TQS3_210122_154	Blank	6.44	3204	947

Compound 10:  Fluopicolide

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_001	Blank	6.55	684	214
2	2	TQS3_210122_002	Std 0 ng/mL	6.52	288	48
3	3	TQS3_210122_003	Std 1.25 ng/mL	6.56	325747	110151
4	4	TQS3_210122_004	Std 3.125 ng/mL	6.56	843244	289953
5	5	TQS3_210122_005	Std 6.25 ng/mL	6.56	1740775	591813
6	6	TQS3_210122_006	Std 12.5 ng/mL	6.56	3010971	1007005
7	7	TQS3_210122_007	Std 50 ng/mL	6.56	9074953	4323106
8	8	TQS3_210122_008	Blank	6.56	4057	1342
9	9	TQS3_210122_009	Std 3.125 ng/ml matrix	6.56	846142	283538
10	10	TQS3_210122_010	Blank	6.57	2270	1143
11	11	TQS3_210122_011	BLANK - IS	6.57	2773	980
12	12	TQS3_210122_012	BLANK + IS + std MIX	6.56	2909465	984993
13	13	TQS3_210122_013	QC-1-standard	6.56	2883869	978830
14	14	TQS3_210122_014	QC-2	6.56	2819473	996799
15	15	TQS3_210122_015	QC-3	6.56	2634126	919883
16	16	TQS3_210122_016	Blank	6.56	3773	1182
17	17	TQS3_210122_017	Std 3.125 ng/ml matrix	6.56	776151	262494
18	18	TQS3_210122_018	Blank	6.55	2720	933
19	19	TQS3_210122_019	20190415_C_A-LC	6.56	1798980	624922
20	20	TQS3_210122_020	20190415_C_B-LC	6.54	70667	24551
21	21	TQS3_210122_021	20190415_C_C-LC	6.55	462349	160397
22	22	TQS3_210122_022	20190415_C_D-LC	6.54	18657	10200
23	23	TQS3_210122_023	20190415_C_E-LC	6.54	6020	8616
24	24	TQS3_210122_024	20190415_C_F-LC	6.54	7941	6625
25	25	TQS3_210122_025	20190510_S_1_9-LC	6.54	656198	229408
26	26	TQS3_210122_026	20190511_C_G-LC	6.54	145335	49869
27	27	TQS3_210122_027	20190511_C_H-LC	6.54	50405	19043
28	28	TQS3_210122_028	20190511_C_I-LC	6.54	9677229	5372216
29	29	TQS3_210122_029	Blank	6.54	7843	1149
30	30	TQS3_210122_030	Std 3.125 ng/ml matrix	6.54	832126	284695
31	31	TQS3_210122_031	Blank	6.55	2090	522
