Quantify Compound Summary Report 

Printed Wed Feb 02 11:08:48 2022

Compound 1:  13C-Caffeine

	Name	Sample Text	RT	Area	1º Area	IS Area	Sec.Peaks	2º Area
67	TQS3_200724_067	39C	6.31	1573385.625	685829.000		1	
68	TQS3_200724_068	39C_b	6.31	1613629.375	707609.438		1	
69	TQS3_200724_069	Std M1 5ng/mL	6.31	247163.656	109621.797		1	
70	TQS3_200724_070	39E	6.31	1650808.875	728006.000		1	
71	TQS3_200724_071	40I	6.31	17070.432	6372.868		1	
72	TQS3_200724_072	41A	6.31	2171040.250	968531.438		1	
73	TQS3_200724_073	42G	6.31	21431.307	138.315		1	
74	TQS3_200724_074	42I	6.31	1771745.125	778682.063		1	
75	TQS3_200724_075	43H	6.31	1832434.125	810292.500		1	
76	TQS3_200724_076	44I	6.31	1830408.375	808817.125		1	
77	TQS3_200724_077	44I_spike	6.31	1998189.125	881919.063		1	
78	TQS3_200724_078	45C	6.32	1741580.750	766240.063		1	
79	TQS3_200724_079	46D	6.31	14687.091	6864.637		1	
80	TQS3_200724_080	Std M1 5ng/mL	6.31	242991.906	106063.961		1	
81	TQS3_200724_081	47A	6.31	11100.851	4508.451		1	
82	TQS3_200724_082	49A	6.31	1631883.500	725329.313		1	
83	TQS3_200724_083	52G	6.31	1686958.875	746938.813		1	
84	TQS3_200724_084	71A	6.32	7435.220	2796.793		1	
85	TQS3_200724_085	71B	6.32	5949.468	2920.023		1	
86	TQS3_200724_086	71C	6.31	5624.588	2264.143		1	
87	TQS3_200724_087	1A	6.31	12741.254	5222.180		1	
88	TQS3_200724_088	1A_spike	6.31	78455.500	35246.188		1	
89	TQS3_200724_089	1E	6.31	19966.223	8605.055		1	
90	TQS3_200724_090	1E_b	6.31	19917.533	9216.923		1	
91	TQS3_200724_091	Std M1 5ng/mL	6.31	280772.000	125787.813		1	
92	TQS3_200724_092	1F	6.31	16557.027	7031.301		1	
93	TQS3_200724_093	6G	6.32	15348.521	5963.025		1	
94	TQS3_200724_094	7H	6.31	30893.439	13501.836		1	
95	TQS3_200724_095	9E	6.31	3589191.500	1610698.875		1	
96	TQS3_200724_096	9E_spike	6.31	1249406.750	541381.188		1	
97	TQS3_200724_097	13J	6.32	20089.506	8442.636		1	
98	TQS3_200724_098	15A	6.31	1392818.375	618062.563		1	
99	TQS3_200724_099	15E	6.32	26520.635	11954.820		1	
100	TQS3_200724_100	15H	6.31	18379.682	7355.327		1	
101	TQS3_200724_101	16B	6.31	1470504.000	606172.500		1	
102	TQS3_200724_102	Std M1 5ng/mL	6.32	359043.156	160566.406		1	
103	TQS3_200724_103	18B	6.31	14132.906	5893.677		1	
104	TQS3_200724_104	18G	6.31	1184312.375	519089.000		1	
105	TQS3_200724_105	19C	6.31	1536632.625	679743.438		1	
106	TQS3_200724_106	20B	6.31	735840.688	317861.625		1	
107	TQS3_200724_107	20D	6.31	14697.731	6111.635		1	
108	TQS3_200724_108	Std M1 5ng/mL	6.32	329957.500	145590.047		1	
109	TQS3_200724_109	Cal 0	6.32	1566.322	292.180		1	
110	TQS3_200724_110	Cal 0.125	6.32	6750.034	2633.609		1	
111	TQS3_200724_111	Cal 0.25	6.32	12490.236	5181.977		1	
112	TQS3_200724_112	Cal 0.5	6.32	23813.023	9948.955		1	
113	TQS3_200724_113	Cal 1	6.32	50165.500	20998.738		1	
114	TQS3_200724_114	Cal 2.5	6.32	106020.055	46157.043		1	
115	TQS3_200724_115	Cal 5	6.32	223261.438	96998.234		1	
116	TQS3_200724_116	Cal 10	6.32	504462.719	219792.984		1	
117	TQS3_200724_117	Cal 25	6.32	1192007.875	510083.219		1	
118	TQS3_200724_118	mq H2O	6.32	2141.514	552.953		1	

Compound 5:  Boscalid met.

	Name	Sample Text	RT	Area	1º Area	IS Area	Sec.Peaks	2º Area
1	TQS3_200724_001							
2	TQS3_200724_002	test std 5 solvent	5.03	32828.027	1349.292		1	
3	TQS3_200724_003	mq H2O	5.03	276.435	46.682		1	
4	TQS3_200724_004	Cal 0	4.93	15.608	108.920		1	
5	TQS3_200724_005	Cal 0.125	5.03	1029.871	38.789		1	
6	TQS3_200724_006	Cal 0.25	5.03	1816.646	233.980		1	
7	TQS3_200724_007	Cal 0.5	5.03	3486.658	182.922		1	
8	TQS3_200724_008	Cal 1	5.03	7877.543	294.192		1	
9	TQS3_200724_009	Cal 2.5	5.03	16813.256	791.640		1	
10	TQS3_200724_010	Cal 5	5.03	35061.074	1466.194		1	
11	TQS3_200724_011	Cal 10	5.03	75155.148	3048.726		1	
12	TQS3_200724_012	Cal 25	5.03	187710.703	7993.389		1	
13	TQS3_200724_013	mq H2O	5.02	65.864	25.242		1	
14	TQS3_200724_014	Std M1 5ng/mL	5.03	66558.953	2820.943		1	
15	TQS3_200724_015	Blank chemical	5.04	274.502	27.811		1	
16	TQS3_200724_016	Blank soil	5.08	93.998	23.557		1	
17	TQS3_200724_017	Blank soil spiked	5.03	9358.509	409.332		1	
18	TQS3_200724_018	1C	5.04	258.612	5.403		1	
19	TQS3_200724_019	1J	5.01	210.781	29.137		1	
20	TQS3_200724_020	2D	5.04	221.292	61.756		1	
21	TQS3_200724_021	2I	5.03	81.729	33.393		1	
22	TQS3_200724_022	3H	5.06	280.796	12.616		1	
23	TQS3_200724_023	3H_b	4.96	12.051	3.095		1	
24	TQS3_200724_024	4B	5.07	167.392	75.567		1	
25	TQS3_200724_025	Std M1 5ng/mL	5.03	46734.660	2017.365		1	
26	TQS3_200724_026	5J	5.04	68.745	54.659		1	
27	TQS3_200724_027	6B	5.04	116.081	19.848		1	
28	TQS3_200724_028	6D	5.10	186.163	5.530		1	
29	TQS3_200724_029	7E	4.99	109.407	49.309		1	
30	TQS3_200724_030	8B	4.91	72.753	39.975		1	
31	TQS3_200724_031	9J	5.02	199.063	257.169		1	
32	TQS3_200724_032	10D	5.12	117.855	4.259		1	
33	TQS3_200724_033	10G	5.06	185.921	251.147		1	
34	TQS3_200724_034	11F	5.11	17.343	27.412		1	
35	TQS3_200724_035	11F_spike	5.03	9255.043	550.343		1	
36	TQS3_200724_036	Std M1 5ng/mL	5.03	41157.684	1766.898		1	
37	TQS3_200724_037	11H						
38	TQS3_200724_038	11J	5.13	36.465	51.513		1	
39	TQS3_200724_039	12G	5.05	174.971	8.703		1	
40	TQS3_200724_040	13F	5.06	28.966	13.751		1	
41	TQS3_200724_041	13F_spike	5.03	8096.516	350.330		1	
42	TQS3_200724_042	15F	5.04	60.889	4.797		1	
43	TQS3_200724_043	15F_spike	5.03	9401.723	393.520		1	
44	TQS3_200724_044	17C	5.02	179.377	42.407		1	
45	TQS3_200724_045	17H	5.05	297.846	6.691		1	
46	TQS3_200724_046	19E	5.02	191.501	49.858		1	
47	TQS3_200724_047	Std M1 5ng/mL	5.03	40031.734	1691.080		1	
48	TQS3_200724_048	19E_b	5.04	123.476	14.403		1	
49	TQS3_200724_049	24I	4.98	32.174	32.180		1	
50	TQS3_200724_050	25E	5.14	159.553	9.318		1	
51	TQS3_200724_051	26G	5.01	52.049	20.772		1	
52	TQS3_200724_052	27F	5.12	144.113	21.070		1	
53	TQS3_200724_053	29H	5.03	378.823	45.177		1	
54	TQS3_200724_054	30G	5.02	105.936	8.434		1	
55	TQS3_200724_055	31H	5.03	214.024	10.378		1	
56	TQS3_200724_056	31H_spike	5.03	12232.409	517.355		1	
57	TQS3_200724_057	32I	5.03	330.582	70.673		1	
58	TQS3_200724_058	Std M1 5ng/mL	5.03	40504.922	1732.466		1	
59	TQS3_200724_059	33A	4.92	358.367	72.133		1	
60	TQS3_200724_060	33C	5.04	79.231	24.191		1	
61	TQS3_200724_061	33J	5.00	69.534	35.835		1	
62	TQS3_200724_062	33J_spike	5.03	9756.080	517.009		1	
63	TQS3_200724_063	34B	5.00	486.516	62.575		1	
64	TQS3_200724_064	37C	4.87	241.649	57.501		1	
65	TQS3_200724_065	37H	5.02	334.750	36.179		1	
66	TQS3_200724_066	38G	5.02	251.073	7.433		1	
67	TQS3_200724_067	39C	5.02	89.127	14.089		1	
68	TQS3_200724_068	39C_b	4.98	329.068	47.334		1	
69	TQS3_200724_069	Std M1 5ng/mL	5.03	38186.602	1587.925		1	
70	TQS3_200724_070	39E	5.01	73.942	23.872		1	
71	TQS3_200724_071	40I	5.01	297.745	13.195		1	
72	TQS3_200724_072	41A	5.02	153.614	5.116		1	
73	TQS3_200724_073	42G	4.71	34.604	76.941		1	
74	TQS3_200724_074	42I	5.03	555.077	8.391		1	
75	TQS3_200724_075	43H	5.03	208.955	132.695		1	
76	TQS3_200724_076	44I	5.04	227.296	6.790		1	
77	TQS3_200724_077	44I_spike	5.03	9357.494	433.919		1	
78	TQS3_200724_078	45C	5.12	924.875	8.903		1	
79	TQS3_200724_079	46D	5.26	36.008	5.851		1	
80	TQS3_200724_080	Std M1 5ng/mL	5.03	36750.879	1550.656		1	
81	TQS3_200724_081	47A	4.92	22.975	83.837		1	
82	TQS3_200724_082	49A	5.04	221.830	110.589		1	
83	TQS3_200724_083	52G	5.04	259.840	5.895		1	
84	TQS3_200724_084	71A	4.79	38.193	318.200		1	
85	TQS3_200724_085	71B	5.08	48.190	7.889		1	
86	TQS3_200724_086	71C	5.08	443.350	102.737		1	
87	TQS3_200724_087	1A	5.07	237.609	73.186		1	
88	TQS3_200724_088	1A_spike	5.03	10189.982	437.246		1	
89	TQS3_200724_089	1E	4.70	456.865	201.537		1	
90	TQS3_200724_090	1E_b	5.04	233.270	10.846		1	
91	TQS3_200724_091	Std M1 5ng/mL	5.03	42997.656	1964.705		1	
92	TQS3_200724_092	1F	5.09	218.319	65.332		1	
93	TQS3_200724_093	6G	5.07	65.295	189.669		1	
94	TQS3_200724_094	7H	4.67	645.683	288.021		1	
95	TQS3_200724_095	9E	5.03	1085.185	161.914		1	
96	TQS3_200724_096	9E_spike	5.03	9018.290	318.119		1	
97	TQS3_200724_097	13J	5.05	24.655	68.540		1	
98	TQS3_200724_098	15A	5.06	157.212	4.901		1	
99	TQS3_200724_099	15E	4.98	43.908	26.852		1	
100	TQS3_200724_100	15H	5.04	181.966	7.986		1	
101	TQS3_200724_101	16B	5.03	35.646	13.868		1	
102	TQS3_200724_102	Std M1 5ng/mL	5.03	56371.965	2341.253		1	
103	TQS3_200724_103	18B	5.06	33.293	136.831		1	
104	TQS3_200724_104	18G	4.96	139.761	51.202		1	
105	TQS3_200724_105	19C	5.04	82.794	28.630		1	
106	TQS3_200724_106	20B	4.98	353.540	70.624		1	
107	TQS3_200724_107	20D	5.09	327.620	43.905		1	
108	TQS3_200724_108	Std M1 5ng/mL	5.03	53267.762	2440.759		1	
109	TQS3_200724_109	Cal 0	5.04	122.599	16.128		1	
110	TQS3_200724_110	Cal 0.125	5.04	1009.544	67.294		1	
111	TQS3_200724_111	Cal 0.25	5.03	1866.737	63.872		1	
112	TQS3_200724_112	Cal 0.5	5.03	3696.959	176.927		1	
113	TQS3_200724_113	Cal 1	5.04	7475.157	314.618		1	
114	TQS3_200724_114	Cal 2.5	5.03	16576.768	772.181		1	
115	TQS3_200724_115	Cal 5	5.03	34782.926	1523.540		1	
116	TQS3_200724_116	Cal 10	5.03	76851.688	3270.161		1	
117	TQS3_200724_117	Cal 25	5.04	180179.219	7589.478		1	
118	TQS3_200724_118	mq H2O	5.05	425.151	4.467		1	

Compound 6:  Pyraclostrobin

	Name	Sample Text	RT	Area	1º Area	IS Area	Sec.Peaks	2º Area
1	TQS3_200724_001							
2	TQS3_200724_002	test std 5 solvent	7.45	536182.563	491876.219		1	
3	TQS3_200724_003	mq H2O	7.45	1933.188	1635.719		1	
4	TQS3_200724_004	Cal 0	7.45	1867.394	1220.309		1	
5	TQS3_200724_005	Cal 0.125	7.44	15505.232	14352.886		1	
6	TQS3_200724_006	Cal 0.25	7.45	26736.869	24376.338		1	
7	TQS3_200724_007	Cal 0.5	7.45	55782.180	49726.434		1	
8	TQS3_200724_008	Cal 1	7.45	139123.719	127574.898		1	
9	TQS3_200724_009	Cal 2.5	7.45	261630.953	240235.063		1	
10	TQS3_200724_010	Cal 5	7.45	558512.563	503254.344		1	
11	TQS3_200724_011	Cal 10	7.45	1237859.500	1122912.625		1	
12	TQS3_200724_012	Cal 25	7.45	3547336.750	3234019.500		1	
13	TQS3_200724_013	mq H2O	7.45	3455.001	2008.070		1	
14	TQS3_200724_014	Std M1 5ng/mL	7.45	887415.750	805249.063		1	
15	TQS3_200724_015	Blank chemical	7.45	3035.488	2712.873		1	
16	TQS3_200724_016	Blank soil	7.44	1563.396	1274.106		1	
17	TQS3_200724_017	Blank soil spiked	7.44	172844.453	156469.313		1	
18	TQS3_200724_018	1C	7.44	2096.381	2019.896		1	
19	TQS3_200724_019	1J	7.45	1159172.500	1044705.188		1	
20	TQS3_200724_020	2D	7.45	889585.250	806386.313		1	
21	TQS3_200724_021	2I	7.45	804200.125	732487.750		1	
22	TQS3_200724_022	3H	7.45	4194.124	3802.735		1	
23	TQS3_200724_023	3H_b	7.45	2769.189	2620.636		1	
24	TQS3_200724_024	4B	7.45	28403.467	25311.414		1	
25	TQS3_200724_025	Std M1 5ng/mL	7.45	684698.188	626048.438		1	
26	TQS3_200724_026	5J	7.44	3189.344	2841.146		1	
27	TQS3_200724_027	6B	7.45	7928.815	7699.176		1	
28	TQS3_200724_028	6D	7.45	2114.690	1796.417		1	
29	TQS3_200724_029	7E	7.45	862400.563	784268.250		1	
30	TQS3_200724_030	8B	7.45	3156.073	3096.401		1	
31	TQS3_200724_031	9J	7.45	910620.625	834709.875		1	
32	TQS3_200724_032	10D	7.45	3326.588	3098.430		1	
33	TQS3_200724_033	10G	7.45	878947.000	805722.063		1	
34	TQS3_200724_034	11F	7.45	3851.095	3646.171		1	
35	TQS3_200724_035	11F_spike	7.45	183939.703	170906.219		1	
36	TQS3_200724_036	Std M1 5ng/mL	7.45	626923.938	572134.750		1	
37	TQS3_200724_037	11H	7.45	4010.009	3816.454		1	
38	TQS3_200724_038	11J	7.45	6561.084	6296.070		1	
39	TQS3_200724_039	12G	7.46	2135.291	2636.849		1	
40	TQS3_200724_040	13F	7.44	2999.219	2341.437		1	
41	TQS3_200724_041	13F_spike	7.45	151974.766	139044.344		1	
42	TQS3_200724_042	15F	7.44	3609.675	2288.008		1	
43	TQS3_200724_043	15F_spike	7.45	184871.797	168968.563		1	
44	TQS3_200724_044	17C	7.45	682754.688	620659.938		1	
45	TQS3_200724_045	17H	7.45	1243746.750	1129684.125		1	
46	TQS3_200724_046	19E	7.45	882911.125	803530.563		1	
47	TQS3_200724_047	Std M1 5ng/mL	7.45	610930.938	553669.250		1	
48	TQS3_200724_048	19E_b	7.45	808795.688	739085.438		1	
49	TQS3_200724_049	24I	7.45	4682.668	3729.605		1	
50	TQS3_200724_050	25E	7.44	2365.687	2270.686		1	
51	TQS3_200724_051	26G	7.45	3511.098	3011.769		1	
52	TQS3_200724_052	27F	7.45	3474.080	2954.925		1	
53	TQS3_200724_053	29H	7.45	836521.750	760547.250		1	
54	TQS3_200724_054	30G	7.45	12149.271	11141.991		1	
55	TQS3_200724_055	31H	7.45	373847.469	347268.531		1	
56	TQS3_200724_056	31H_spike	7.45	729871.375	661270.938		1	
57	TQS3_200724_057	32I	7.45	984832.875	895742.438		1	
58	TQS3_200724_058	Std M1 5ng/mL	7.45	617519.500	560331.875		1	
59	TQS3_200724_059	33A	7.45	3374.168	3092.334		1	
60	TQS3_200724_060	33C	7.45	984967.000	878870.250		1	
61	TQS3_200724_061	33J	7.45	1017621.625	930389.438		1	
62	TQS3_200724_062	33J_spike	7.45	1157010.250	1041663.813		1	
63	TQS3_200724_063	34B	7.45	690813.750	627157.313		1	
64	TQS3_200724_064	37C	7.45	3868.055	3248.029		1	
65	TQS3_200724_065	37H	7.45	4566.360	3358.933		1	
66	TQS3_200724_066	38G	7.45	1156757.125	1051769.500		1	
67	TQS3_200724_067	39C	7.45	739752.250	676172.250		1	
68	TQS3_200724_068	39C_b	7.45	740193.250	669611.813		1	
69	TQS3_200724_069	Std M1 5ng/mL	7.45	585296.375	524800.313		1	
70	TQS3_200724_070	39E	7.45	794674.500	723612.125		1	
71	TQS3_200724_071	40I	7.45	3500.093	3185.108		1	
72	TQS3_200724_072	41A	7.45	823814.000	753072.563		1	
73	TQS3_200724_073	42G	7.45	4071.560	3818.689		1	
74	TQS3_200724_074	42I	7.45	1017871.563	923481.875		1	
75	TQS3_200724_075	43H	7.45	827651.750	760246.875		1	
76	TQS3_200724_076	44I	7.45	1139359.375	1035240.000		1	
77	TQS3_200724_077	44I_spike	7.45	1373956.500	1254791.125		1	
78	TQS3_200724_078	45C	7.45	1245747.250	1135732.500		1	
79	TQS3_200724_079	46D	7.45	5508.281	4635.000		1	
80	TQS3_200724_080	Std M1 5ng/mL	7.45	571815.125	518125.563		1	
81	TQS3_200724_081	47A	7.45	4001.775	2895.126		1	
82	TQS3_200724_082	49A	7.45	906393.563	812727.250		1	
83	TQS3_200724_083	52G	7.45	957456.000	868991.875		1	
84	TQS3_200724_084	71A	7.45	3390.590	2777.302		1	
85	TQS3_200724_085	71B	7.46	2948.935	1770.573		1	
86	TQS3_200724_086	71C	7.45	1524.601	1442.641		1	
87	TQS3_200724_087	1A	7.46	1805.255	1725.847		1	
88	TQS3_200724_088	1A_spike	7.45	196972.688	178234.531		1	
89	TQS3_200724_089	1E	7.45	1952.889	1921.071		1	
90	TQS3_200724_090	1E_b	7.45	1589.569	1859.326		1	
91	TQS3_200724_091	Std M1 5ng/mL	7.45	649600.063	594344.125		1	
92	TQS3_200724_092	1F	7.46	3616.719	3609.442		1	
93	TQS3_200724_093	6G	7.45	1521.465	1531.186		1	
94	TQS3_200724_094	7H	7.45	2517.971	2589.194		1	
95	TQS3_200724_095	9E	7.45	441022.031	397950.344		1	
96	TQS3_200724_096	9E_spike	7.45	335897.656	305896.094		1	
97	TQS3_200724_097	13J	7.46	2872.164	2569.251		1	
98	TQS3_200724_098	15A	7.45	146304.547	132405.313		1	
99	TQS3_200724_099	15E	7.45	3352.272	2768.009		1	
100	TQS3_200724_100	15H	7.46	2776.081	2044.232		1	
101	TQS3_200724_101	16B	7.45	216164.125	202443.703		1	
102	TQS3_200724_102	Std M1 5ng/mL	7.45	777366.188	708461.125		1	
103	TQS3_200724_103	18B	7.46	3028.589	2837.318		1	
104	TQS3_200724_104	18G	7.45	184352.641	165736.016		1	
105	TQS3_200724_105	19C	7.45	195806.094	177783.500		1	
106	TQS3_200724_106	20B	7.45	70888.859	63750.859		1	
107	TQS3_200724_107	20D	7.45	1861.694	2096.521		1	
108	TQS3_200724_108	Std M1 5ng/mL	7.46	623545.563	560238.750		1	
109	TQS3_200724_109	Cal 0	7.46	2195.768	2119.307		1	
110	TQS3_200724_110	Cal 0.125	7.46	15660.961	14441.711		1	
111	TQS3_200724_111	Cal 0.25	7.45	27697.455	24482.643		1	
112	TQS3_200724_112	Cal 0.5	7.45	55127.371	49482.820		1	
113	TQS3_200724_113	Cal 1	7.45	126479.297	115492.898		1	
114	TQS3_200724_114	Cal 2.5	7.45	270953.094	243304.969		1	
115	TQS3_200724_115	Cal 5	7.45	572008.125	513644.125		1	
116	TQS3_200724_116	Cal 10	7.46	1315346.375	1187684.250		1	
117	TQS3_200724_117	Cal 25	7.45	3500380.000	3188496.000		1	
118	TQS3_200724_118	mq H2O	7.46	2541.413	2556.423		1	

